id,page,original_catalog_page,collection,section,product,sku,size,thickness,finish,unit,price,price_pl,price_npl,confidence
721,24,44,Join,Join mosaics and decorations,Chimney,AHY4,20x20 cm,,,€/mq,226.6,,,medium
722,24,44,Join,Join mosaics and decorations,Chimney,AHWR,60x120 cm,,,€/mq,171.8,,,medium
723,24,44,Join,Join mosaics and decorations,Chimney,AHZ5,30x60 cm,,,€/mq,200.85,,,medium
724,24,44,Join,Join mosaics and decorations,Mocha,AHIT,30x30 cm,,,€/mq,160.7,,,medium
725,24,44,Join,Join mosaics and decorations,Mocha,AHWI,30x30 cm,,,€/mq,194.9,,,medium
726,24,44,Join,Join mosaics and decorations,Mocha,AHYV,30x30 cm,,,€/mq,350.2,,,medium
727,24,44,Join,Join mosaics and decorations,Mocha,AHZF,20x20 cm,,,€/mq,226.6,,,medium
728,24,44,Join,Join mosaics and decorations,Mocha,AHW2,60x120 cm,,,€/mq,171.8,,,medium
729,24,44,Join,Join mosaics and decorations,Mocha,AHZ4,30x60 cm,,,€/mq,200.85,,,medium
730,24,44,Join,Join mosaics and decorations,Spice,AHIV,30x30 cm,,,€/mq,160.7,,,medium
731,24,44,Join,Join mosaics and decorations,Spice,AHWK,30x30 cm,,,€/mq,194.9,,,medium
732,24,44,Join,Join mosaics and decorations,Spice,AHYX,30x30 cm,,,€/mq,350.2,,,medium
733,24,44,Join,Join mosaics and decorations,Spice,AHZH,20x20 cm,,,€/mq,226.6,,,medium
734,24,44,Join,Join mosaics and decorations,Spice,AHW4,60x120 cm,,,€/mq,171.8,,,medium
735,24,44,Join,Join mosaics and decorations,Spice,AHZ6,30x60 cm,,,€/mq,200.85,,,medium
736,24,44,Join,Join mosaics and decorations,Peach,AHIY,30x30 cm,,,€/mq,160.7,,,medium
737,24,44,Join,Join mosaics and decorations,Peach,AHWN,30x30 cm,,,€/mq,194.9,,,medium
738,24,44,Join,Join mosaics and decorations,Peach,AHY0,30x30 cm,,,€/mq,350.2,,,medium
739,24,44,Join,Join mosaics and decorations,Peach,AHZK,20x20 cm,,,€/mq,226.6,,,medium
740,24,44,Join,Join mosaics and decorations,Peach,AHW7,60x120 cm,,,€/mq,171.8,,,medium
741,24,44,Join,Join mosaics and decorations,Peach,AHZ9,30x60 cm,,,€/mq,200.85,,,medium
742,24,44,Join,Join mosaics and decorations,Mango,AHI1,30x30 cm,,,€/mq,160.7,,,medium
743,24,44,Join,Join mosaics and decorations,Mango,AHWQ,30x30 cm,,,€/mq,194.9,,,medium
744,24,44,Join,Join mosaics and decorations,Mango,AHY3,30x30 cm,,,€/mq,350.2,,,medium
745,24,44,Join,Join mosaics and decorations,Mango,AHZN,20x20 cm,,,€/mq,226.6,,,medium
746,24,44,Join,Join mosaics and decorations,Mango,AHXA,60x120 cm,,,€/mq,171.8,,,medium
747,24,44,Join,Join mosaics and decorations,Mango,AIAE,30x60 cm,,,€/mq,200.85,,,medium
748,24,44,Join,Join mosaics and decorations,Lilac,AHIZ,30x30 cm,,,€/mq,160.7,,,medium
749,24,44,Join,Join mosaics and decorations,Lilac,AHWO,30x30 cm,,,€/mq,194.9,,,medium
750,24,44,Join,Join mosaics and decorations,Lilac,AHY1,30x30 cm,,,€/mq,350.2,,,medium
751,24,44,Join,Join mosaics and decorations,Lilac,AHZL,20x20 cm,,,€/mq,226.6,,,medium
752,24,44,Join,Join mosaics and decorations,Lilac,AHW8,60x120 cm,,,€/mq,171.8,,,medium
753,24,44,Join,Join mosaics and decorations,Lilac,AIAB,30x60 cm,,,€/mq,200.85,,,medium
754,24,44,Join,Join mosaics and decorations,Verve,AHIU,30x30 cm,,,€/mq,160.7,,,medium
755,24,44,Join,Join mosaics and decorations,Verve,AHWJ,30x30 cm,,,€/mq,194.9,,,medium
756,24,44,Join,Join mosaics and decorations,Verve,AHYW,30x30 cm,,,€/mq,350.2,,,medium
757,24,44,Join,Join mosaics and decorations,Verve,AHZG,20x20 cm,,,€/mq,226.6,,,medium
758,24,44,Join,Join mosaics and decorations,Verve,AHW3,60x120 cm,,,€/mq,171.8,,,medium
759,24,44,Join,Join mosaics and decorations,Verve,AHZ5,30x60 cm,,,€/mq,200.85,,,medium
760,24,44,Join,Join mosaics and decorations,Fern,AHIX,30x30 cm,,,€/mq,160.7,,,medium
761,24,44,Join,Join mosaics and decorations,Fern,AHWM,30x30 cm,,,€/mq,194.9,,,medium
762,24,44,Join,Join mosaics and decorations,Fern,AHYZ,30x30 cm,,,€/mq,350.2,,,medium
763,24,44,Join,Join mosaics and decorations,Fern,AHZJ,20x20 cm,,,€/mq,226.6,,,medium
764,24,44,Join,Join mosaics and decorations,Fern,AHW6,60x120 cm,,,€/mq,171.8,,,medium
765,24,44,Join,Join mosaics and decorations,Fern,AHZ8,30x60 cm,,,€/mq,200.85,,,medium
766,24,44,Join,Join mosaics and decorations,Ink,AHIW,30x30 cm,,,€/mq,160.7,,,medium
767,24,44,Join,Join mosaics and decorations,Ink,AHWL,30x30 cm,,,€/mq,194.9,,,medium
768,24,44,Join,Join mosaics and decorations,Ink,AHYY,30x30 cm,,,€/mq,350.2,,,medium
769,24,44,Join,Join mosaics and decorations,Ink,AHZI,20x20 cm,,,€/mq,226.6,,,medium
770,24,44,Join,Join mosaics and decorations,Ink,AHW5,60x120 cm,,,€/mq,171.8,,,medium
771,24,44,Join,Join mosaics and decorations,Ink,AHZ7,30x60 cm,,,€/mq,200.85,,,medium
772,24,44,Join,Join mosaics and decorations,Sky,AHI0,30x30 cm,,,€/mq,160.7,,,medium
773,24,44,Join,Join mosaics and decorations,Sky,AHWP,30x30 cm,,,€/mq,194.9,,,medium
774,24,44,Join,Join mosaics and decorations,Sky,AHY2,30x30 cm,,,€/mq,350.2,,,medium
775,24,44,Join,Join mosaics and decorations,Sky,AHZM,20x20 cm,,,€/mq,226.6,,,medium
776,24,44,Join,Join mosaics and decorations,Sky,AHW9,60x120 cm,,,€/mq,171.8,,,medium
777,24,44,Join,Join mosaics and decorations,Sky,AIAC,30x60 cm,,,€/mq,200.85,,,medium
778,25,45,Join,Join Arcade and Ring,AHXV,AHXV,30x60 cm,,,€/mq,290.45,,,medium
779,25,45,Join,Join Arcade and Ring,AHXW,AHXW,30x60 cm,,,€/mq,290.45,,,medium
780,25,45,Join,Join Arcade and Ring,AHXX,AHXX,30x60 cm,,,€/mq,290.45,,,medium
781,25,45,Join,Join Arcade and Ring,AHXY,AHXY,30x60 cm,,,€/mq,290.45,,,medium
782,25,45,Join,Join Arcade and Ring,AHXZ,AHXZ,30x60 cm,,,€/mq,290.45,,,medium
783,25,45,Join,Join Arcade and Ring,AHX0,AHX0,30x60 cm,,,€/mq,290.45,,,medium
784,25,45,Join,Join Arcade and Ring,AHX1,AHX1,30x60 cm,,,€/mq,290.45,,,medium
785,25,45,Join,Join Arcade and Ring,AHX2,AHX2,30x60 cm,,,€/mq,290.45,,,medium
786,25,45,Join,Join Arcade and Ring,AHX3,AHX3,30x60 cm,,,€/mq,290.45,,,medium
787,25,45,Join,Join Arcade and Ring,AHX4,AHX4,30x60 cm,,,€/mq,290.45,,,medium
788,25,45,Join,Join Arcade and Ring,AHX5,AHX5,30x60 cm,,,€/mq,290.45,,,medium
789,25,45,Join,Join Arcade and Ring,AHX6,AHX6,30x60 cm,,,€/mq,290.45,,,medium
790,25,45,Join,Join Arcade and Ring,AHX7,AHX7,15x30 cm,,,€/comp.,211.15,,,medium
791,25,45,Join,Join Arcade and Ring,AHX8,AHX8,15x30 cm,,,€/comp.,211.15,,,medium
792,25,45,Join,Join Arcade and Ring,AHX9,AHX9,15x30 cm,,,€/comp.,211.15,,,medium
793,25,45,Join,Join Arcade and Ring,AHYA,AHYA,15x30 cm,,,€/comp.,211.15,,,medium
794,25,45,Join,Join Arcade and Ring,AHYB,AHYB,15x30 cm,,,€/comp.,211.15,,,medium
795,25,45,Join,Join Arcade and Ring,AHYC,AHYC,15x30 cm,,,€/comp.,211.15,,,medium
796,25,45,Join,Join Arcade and Ring,AHYD,AHYD,15x30 cm,,,€/comp.,211.15,,,medium
